,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
5382,FDQ59,12.86,regular,0.0,breads,84.59,OUT027,1985,medium,Tier 3,supermarket type3,3020.07
5383,FDI38,13.35,regular,0.0146,canned,207.36,OUT049,1999,medium,Tier 1,supermarket type1,5797.79
5384,FDR52,12.65,regular,0.076,frozen foods,189.08,OUT035,2004,small,Tier 2,supermarket type1,4012.78
5385,FDT15,12.15,regular,0.0429,meat,181.7,OUT018,2009,medium,Tier 3,supermarket type2,2929.52
5386,FDR52,12.86,regular,0.1331,frozen foods,190.88,OUT019,1985,small,Tier 1,grocery store,191.08
5387,FDS60,20.85,low fat,0.0326,baking goods,180.07,OUT018,2009,medium,Tier 3,supermarket type2,2157.19
5388,FDK52,18.25,low fat,0.0,frozen foods,224.11,OUT018,2009,medium,Tier 3,supermarket type2,4965.54
5389,FDA04,11.3,regular,0.0669,frozen foods,260.2,OUT045,2002,medium,Tier 2,supermarket type1,2848.96
5390,NCQ53,17.6,low fat,0.0189,health and hygiene,237.36,OUT045,2002,medium,Tier 2,supermarket type1,6145.33
5391,FDN28,5.88,regular,0.0304,frozen foods,101.8,OUT018,2009,medium,Tier 3,supermarket type2,1960.78
5392,FDU12,12.86,regular,0.1326,baking goods,263.86,OUT019,1985,small,Tier 1,grocery store,790.97
5393,FDT03,21.25,low fat,0.01,meat,184.66,OUT045,2002,medium,Tier 2,supermarket type1,367.52
5394,FDY57,20.2,regular,0.1213,snack foods,94.58,OUT046,1997,small,Tier 1,supermarket type1,1821.63
5395,FDH56,9.8,regular,0.0638,fruits and vegetables,113.85,OUT013,1987,high,Tier 3,supermarket type1,1737.74
5396,DRM23,16.6,low fat,0.1363,hard drinks,171.44,OUT018,2009,medium,Tier 3,supermarket type2,2241.75
5397,FDZ07,12.86,regular,0.1644,fruits and vegetables,62.82,OUT019,1985,small,Tier 1,grocery store,61.92
5398,FDK40,7.04,low fat,0.0219,frozen foods,262.79,OUT045,2002,medium,Tier 2,supermarket type1,3681.87
5399,FDU04,7.93,low fat,0.0,frozen foods,121.84,OUT046,1997,small,Tier 1,supermarket type1,2802.35
5400,DRL37,15.5,low fat,0.0,soft drinks,41.38,OUT017,2007,medium,Tier 2,supermarket type1,649.16
5401,FDT26,12.86,regular,0.0676,dairy,120.94,OUT027,1985,medium,Tier 3,supermarket type3,1078.6
5402,FDT24,12.35,regular,0.1862,baking goods,78.73,OUT045,2002,medium,Tier 2,supermarket type1,1390.19
5403,FDX57,12.86,regular,0.047,snack foods,96.41,OUT027,1985,medium,Tier 3,supermarket type3,2624.58
5404,FDA55,12.86,regular,0.0998,fruits and vegetables,225.21,OUT019,1985,small,Tier 1,grocery store,447.42
5405,NCN05,8.24,low fat,0.0145,health and hygiene,183.8,OUT045,2002,medium,Tier 2,supermarket type1,2929.52
5406,FDR58,6.68,low fat,0.042,snack foods,92.65,OUT045,2002,medium,Tier 2,supermarket type1,1665.83
5407,FDX47,6.55,regular,0.0346,breads,156.53,OUT013,1987,high,Tier 3,supermarket type1,1571.29
5408,NCH54,13.5,low fat,0.073,household,160.69,OUT018,2009,medium,Tier 3,supermarket type2,1917.5
5409,NCH42,6.86,low fat,0.0365,household,227.8,OUT035,2004,small,Tier 2,supermarket type1,3904.92
5410,FDH56,9.8,regular,0.0639,fruits and vegetables,116.65,OUT045,2002,medium,Tier 2,supermarket type1,2316.98
5411,FDQ48,14.3,regular,0.0346,baking goods,98.17,OUT018,2009,medium,Tier 3,supermarket type2,685.11
5412,FDN20,19.35,low fat,0.0263,fruits and vegetables,169.25,OUT017,2007,medium,Tier 2,supermarket type1,3705.84
5414,FDS48,12.86,low fat,0.0486,baking goods,149.77,OUT019,1985,small,Tier 1,grocery store,150.47
5415,FDW02,4.8,regular,0.0379,dairy,126.27,OUT018,2009,medium,Tier 3,supermarket type2,3629.94
5417,FDF57,14.5,regular,0.0592,fruits and vegetables,170.74,OUT017,2007,medium,Tier 2,supermarket type1,2045.34
5418,DRM37,15.35,low fat,0.0964,soft drinks,196.58,OUT035,2004,small,Tier 2,supermarket type1,4729.84
5419,NCD54,21.1,low fat,0.029,household,143.38,OUT046,1997,small,Tier 1,supermarket type1,866.87
5420,NCQ42,12.86,low fat,0.0391,household,128.37,OUT027,1985,medium,Tier 3,supermarket type3,3179.2
5421,FDW49,19.5,low fat,0.0825,canned,177.2,OUT035,2004,small,Tier 2,supermarket type1,2149.2
5422,DRI03,6.03,low fat,0.0227,dairy,178.1,OUT013,1987,high,Tier 3,supermarket type1,4604.67
5423,FDD14,20.7,low fat,0.1702,canned,182.63,OUT045,2002,medium,Tier 2,supermarket type1,2581.97
5424,FDN02,16.5,low fat,0.0738,canned,208.86,OUT046,1997,small,Tier 1,supermarket type1,2484.77
5425,FDQ45,12.86,regular,0.0109,snack foods,185.36,OUT027,1985,medium,Tier 3,supermarket type3,5329.06
5426,FDX56,17.1,regular,0.0744,fruits and vegetables,206.16,OUT018,2009,medium,Tier 3,supermarket type2,4141.28
5427,FDE51,12.86,regular,0.1689,dairy,43.41,OUT019,1985,small,Tier 1,grocery store,44.61
5428,FDT47,5.26,regular,0.0246,breads,95.61,OUT045,2002,medium,Tier 2,supermarket type1,2332.96
5429,FDM22,14.0,regular,0.0419,snack foods,54.06,OUT035,2004,small,Tier 2,supermarket type1,1118.54
5430,FDB27,7.58,low fat,0.0555,dairy,196.58,OUT045,2002,medium,Tier 2,supermarket type1,1576.61
5431,FDE02,12.86,low fat,0.1207,canned,95.68,OUT027,1985,medium,Tier 3,supermarket type3,2910.21
5432,FDD38,16.75,regular,0.0082,canned,103.77,OUT035,2004,small,Tier 2,supermarket type1,2852.29
5433,FDF34,9.3,regular,0.0141,snack foods,197.71,OUT017,2007,medium,Tier 2,supermarket type1,3372.94
5434,FDP15,15.2,low fat,0.0,meat,256.03,OUT010,1998,medium,Tier 3,grocery store,1281.66
5435,NCI29,8.6,low fat,0.0328,health and hygiene,143.62,OUT017,2007,medium,Tier 2,supermarket type1,2127.23
5436,FDU27,18.6,regular,0.1724,meat,47.14,OUT017,2007,medium,Tier 2,supermarket type1,767.0
5437,NCD55,12.86,low fat,0.0242,household,42.45,OUT027,1985,medium,Tier 3,supermarket type3,293.62
5438,FDU37,9.5,regular,0.0,canned,79.6,OUT046,1997,small,Tier 1,supermarket type1,1038.65
5439,FDA01,15.0,regular,0.0547,canned,60.29,OUT017,2007,medium,Tier 2,supermarket type1,1581.94
5440,FDS13,6.46,low fat,0.1248,canned,264.19,OUT045,2002,medium,Tier 2,supermarket type1,3444.85
5441,FDK55,18.5,low fat,0.0259,meat,88.92,OUT018,2009,medium,Tier 3,supermarket type2,1695.13
5442,FDR36,6.72,regular,0.1216,baking goods,43.75,OUT035,2004,small,Tier 2,supermarket type1,545.29
5443,DRK49,14.15,low fat,0.036,soft drinks,41.51,OUT049,1999,medium,Tier 1,supermarket type1,162.46
5444,DRM23,12.86,low fat,0.0,hard drinks,171.74,OUT027,1985,medium,Tier 3,supermarket type3,6207.92
5446,FDZ21,17.6,regular,0.0394,snack foods,98.04,OUT018,2009,medium,Tier 3,supermarket type2,675.79
5447,FDI57,19.85,low fat,0.0543,seafood,198.78,OUT017,2007,medium,Tier 2,supermarket type1,4532.77
5448,FDK26,12.86,regular,0.0563,canned,184.62,OUT019,1985,small,Tier 1,grocery store,1304.97
5449,FDQ36,7.86,regular,0.1615,baking goods,37.08,OUT035,2004,small,Tier 2,supermarket type1,447.42
5450,FDJ58,12.86,regular,0.1844,snack foods,172.68,OUT019,1985,small,Tier 1,grocery store,858.88
5451,FDD45,8.62,low fat,0.1165,fruits and vegetables,94.14,OUT045,2002,medium,Tier 2,supermarket type1,1134.52
5452,FDG50,7.4,low fat,0.0153,canned,89.91,OUT045,2002,medium,Tier 2,supermarket type1,2189.15
5453,FDO36,12.86,low fat,0.1364,baking goods,179.77,OUT019,1985,small,Tier 1,grocery store,179.77
5454,NCW42,18.2,low fat,0.0587,household,220.55,OUT018,2009,medium,Tier 3,supermarket type2,3094.64
5455,NCH18,9.3,low fat,0.0748,household,246.48,OUT010,1998,medium,Tier 3,grocery store,982.72
5456,FDY59,12.86,low fat,0.0313,baking goods,93.35,OUT027,1985,medium,Tier 3,supermarket type3,1018.01
5457,NCO42,21.25,low fat,0.0247,household,145.11,OUT045,2002,medium,Tier 2,supermarket type1,1603.91
5458,FDM45,8.65,regular,0.0887,snack foods,122.58,OUT017,2007,medium,Tier 2,supermarket type1,2181.16
5459,NCV29,11.8,low fat,0.0382,health and hygiene,177.57,OUT010,1998,medium,Tier 3,grocery store,711.07
5460,FDT08,12.86,low fat,0.049,fruits and vegetables,148.71,OUT027,1985,medium,Tier 3,supermarket type3,2996.1
5462,NCA54,16.5,low fat,0.0366,household,180.93,OUT013,1987,high,Tier 3,supermarket type1,3247.77
5464,FDI10,12.86,regular,0.078,snack foods,171.44,OUT027,1985,medium,Tier 3,supermarket type3,3448.84
5465,NCS53,12.86,low fat,0.1572,health and hygiene,156.86,OUT019,1985,small,Tier 1,grocery store,316.92
5466,FDZ35,12.86,regular,0.0222,breads,105.2,OUT027,1985,medium,Tier 3,supermarket type3,3199.17
5467,FDF10,15.5,regular,0.1568,snack foods,148.64,OUT013,1987,high,Tier 3,supermarket type1,3972.83
5468,FDO38,17.25,low fat,0.0733,canned,76.5,OUT017,2007,medium,Tier 2,supermarket type1,778.99
5469,FDY45,17.5,low fat,0.0263,snack foods,253.74,OUT017,2007,medium,Tier 2,supermarket type1,3815.03
5470,FDC40,16.0,regular,0.0653,dairy,78.5,OUT018,2009,medium,Tier 3,supermarket type2,1791.67
5471,NCO54,19.5,low fat,0.0143,household,53.76,OUT049,1999,medium,Tier 1,supermarket type1,1436.8
5472,FDQ14,9.27,low fat,0.062,dairy,148.0,OUT018,2009,medium,Tier 3,supermarket type2,1797.66
5473,FDM10,18.25,low fat,0.0759,snack foods,213.42,OUT013,1987,high,Tier 3,supermarket type1,3846.99
5475,NCR17,9.8,low fat,0.0244,health and hygiene,114.05,OUT013,1987,high,Tier 3,supermarket type1,2085.29
5476,FDG31,12.86,low fat,0.0664,meat,65.08,OUT019,1985,small,Tier 1,grocery store,193.75
5477,FDH02,7.27,regular,0.0208,canned,92.45,OUT045,2002,medium,Tier 2,supermarket type1,996.04
5478,DRH37,17.6,low fat,0.0419,soft drinks,162.75,OUT017,2007,medium,Tier 2,supermarket type1,3124.6
5479,DRC36,13.0,regular,0.0452,soft drinks,174.11,OUT017,2007,medium,Tier 2,supermarket type1,4377.64
5480,FDB56,8.75,regular,0.0748,fruits and vegetables,186.36,OUT045,2002,medium,Tier 2,supermarket type1,3567.36
5481,NCK54,12.15,low fat,0.0296,household,114.72,OUT045,2002,medium,Tier 2,supermarket type1,1048.64
5482,NCQ17,10.3,low fat,0.0,health and hygiene,154.66,OUT013,1987,high,Tier 3,supermarket type1,2816.33
5483,FDM13,6.42,low fat,0.0634,breakfast,132.86,OUT018,2009,medium,Tier 3,supermarket type2,524.65
5484,FDT44,16.6,low fat,0.1034,fruits and vegetables,116.45,OUT018,2009,medium,Tier 3,supermarket type2,1178.47
5485,FDO28,12.86,low fat,0.1266,frozen foods,122.41,OUT019,1985,small,Tier 1,grocery store,120.51
5486,NCK07,10.65,low fat,0.049,others,165.85,OUT017,2007,medium,Tier 2,supermarket type1,3946.86
5487,NCP05,19.6,low fat,0.0253,health and hygiene,151.8,OUT046,1997,small,Tier 1,supermarket type1,1366.22
5488,FDX11,16.0,regular,0.1068,baking goods,181.46,OUT046,1997,small,Tier 1,supermarket type1,1090.58
5489,FDS52,8.89,low fat,0.0055,frozen foods,99.3,OUT045,2002,medium,Tier 2,supermarket type1,607.21
5490,FDB14,20.25,regular,0.1029,canned,93.21,OUT045,2002,medium,Tier 2,supermarket type1,1304.97
5491,NCY06,12.86,low fat,0.0609,household,130.2,OUT027,1985,medium,Tier 3,supermarket type3,1565.96
5492,FDS45,5.18,regular,0.0297,snack foods,105.26,OUT017,2007,medium,Tier 2,supermarket type1,2328.97
5493,DRF23,4.61,low fat,0.0,hard drinks,173.84,OUT046,1997,small,Tier 1,supermarket type1,1221.08
5495,NCA53,11.4,low fat,0.0099,health and hygiene,49.4,OUT018,2009,medium,Tier 3,supermarket type2,777.65
5496,FDC46,17.7,low fat,0.1165,snack foods,186.03,OUT035,2004,small,Tier 2,supermarket type1,2950.83
5497,NCW41,18.0,low fat,0.0154,health and hygiene,159.26,OUT035,2004,small,Tier 2,supermarket type1,3961.51
5498,FDZ39,19.7,regular,0.0181,meat,104.6,OUT018,2009,medium,Tier 3,supermarket type2,309.6
5499,FDE51,5.92,regular,0.097,dairy,42.91,OUT017,2007,medium,Tier 2,supermarket type1,758.35
5501,NCK07,10.65,low fat,0.0488,others,163.95,OUT045,2002,medium,Tier 2,supermarket type1,1644.53
5502,NCQ41,14.8,low fat,0.0195,health and hygiene,193.08,OUT035,2004,small,Tier 2,supermarket type1,3901.59
5503,FDL36,15.1,low fat,0.0762,baking goods,90.48,OUT045,2002,medium,Tier 2,supermarket type1,1617.89
5504,FDQ26,13.5,regular,0.0,dairy,57.86,OUT049,1999,medium,Tier 1,supermarket type1,711.07
5505,FDR02,16.7,low fat,0.0222,dairy,113.19,OUT017,2007,medium,Tier 2,supermarket type1,3335.66
5506,FDV59,13.35,low fat,0.0,breads,217.62,OUT018,2009,medium,Tier 3,supermarket type2,3265.75
5507,FDZ33,10.2,low fat,0.0,snack foods,147.21,OUT010,1998,medium,Tier 3,grocery store,739.04
5508,NCT41,15.7,low fat,0.0561,health and hygiene,153.5,OUT045,2002,medium,Tier 2,supermarket type1,2580.64
5509,FDB17,13.15,low fat,0.0614,frozen foods,180.0,OUT010,1998,medium,Tier 3,grocery store,181.1
5510,FDN44,13.15,low fat,0.0228,fruits and vegetables,160.19,OUT046,1997,small,Tier 1,supermarket type1,1597.92
5511,FDE45,12.1,low fat,0.0403,fruits and vegetables,180.0,OUT013,1987,high,Tier 3,supermarket type1,4656.61
5512,FDG47,12.8,low fat,0.07,starchy foods,262.83,OUT017,2007,medium,Tier 2,supermarket type1,2885.58
5513,NCP02,12.86,low fat,0.0446,household,59.66,OUT027,1985,medium,Tier 3,supermarket type3,2192.48
5514,FDW02,4.8,regular,0.0377,dairy,125.57,OUT046,1997,small,Tier 1,supermarket type1,3880.28
5515,NCM53,18.75,low fat,0.052,health and hygiene,105.73,OUT046,1997,small,Tier 1,supermarket type1,2024.03
5516,FDD47,7.6,regular,0.1423,starchy foods,171.34,OUT013,1987,high,Tier 3,supermarket type1,3238.45
5517,FDE28,9.5,regular,0.1325,frozen foods,228.67,OUT035,2004,small,Tier 2,supermarket type1,4146.6
5518,FDV12,16.7,regular,0.0611,baking goods,100.04,OUT018,2009,medium,Tier 3,supermarket type2,2463.46
5519,FDE36,5.26,regular,0.0419,baking goods,165.49,OUT018,2009,medium,Tier 3,supermarket type2,2293.02
5520,FDU45,15.6,regular,0.0355,snack foods,112.45,OUT046,1997,small,Tier 1,supermarket type1,3301.7
5521,FDP28,13.65,regular,0.0806,frozen foods,260.19,OUT013,1987,high,Tier 3,supermarket type1,3914.9
5522,FDH33,12.85,low fat,0.122,snack foods,43.14,OUT045,2002,medium,Tier 2,supermarket type1,703.08
5523,FDO44,12.6,low fat,0.0874,fruits and vegetables,109.92,OUT035,2004,small,Tier 2,supermarket type1,663.14
5524,FDR07,12.86,low fat,0.1361,fruits and vegetables,94.11,OUT019,1985,small,Tier 1,grocery store,190.42
5525,FDJ45,17.75,low fat,0.0734,seafood,35.12,OUT035,2004,small,Tier 2,supermarket type1,830.92
5526,FDS59,14.8,regular,0.0735,breads,110.86,OUT010,1998,medium,Tier 3,grocery store,329.57
5527,FDU34,18.25,low fat,0.0751,snack foods,125.9,OUT013,1987,high,Tier 3,supermarket type1,2365.59
5528,NCL06,14.65,low fat,0.1206,household,261.76,OUT010,1998,medium,Tier 3,grocery store,523.32
5529,FDR37,16.5,regular,0.1109,breakfast,181.63,OUT010,1998,medium,Tier 3,grocery store,1094.58
5530,NCM53,18.75,low fat,0.0523,health and hygiene,105.73,OUT018,2009,medium,Tier 3,supermarket type2,1704.45
5531,DRG25,10.5,low fat,0.019,soft drinks,188.42,OUT035,2004,small,Tier 2,supermarket type1,2237.09
5532,DRE25,15.35,low fat,0.0734,soft drinks,91.91,OUT049,1999,medium,Tier 1,supermarket type1,2609.94
5533,FDZ45,14.1,low fat,0.067,snack foods,197.11,OUT045,2002,medium,Tier 2,supermarket type1,2182.49
5534,NCV53,8.27,low fat,0.0315,health and hygiene,239.09,OUT010,1998,medium,Tier 3,grocery store,719.06
5535,FDR55,12.15,regular,0.1326,fruits and vegetables,190.19,OUT018,2009,medium,Tier 3,supermarket type2,3781.74
5536,FDS47,12.86,low fat,0.0,breads,87.69,OUT027,1985,medium,Tier 3,supermarket type3,1845.6
5537,DRG27,8.9,low fat,0.1051,dairy,41.11,OUT046,1997,small,Tier 1,supermarket type1,690.43
5538,FDA02,14.0,regular,0.0298,dairy,145.48,OUT049,1999,medium,Tier 1,supermarket type1,1300.31
5539,FDF45,18.2,regular,0.0122,fruits and vegetables,56.89,OUT045,2002,medium,Tier 2,supermarket type1,1406.17
5540,FDZ58,17.85,low fat,0.0522,snack foods,122.81,OUT046,1997,small,Tier 1,supermarket type1,857.55
5541,NCH30,17.1,low fat,0.0673,household,115.19,OUT049,1999,medium,Tier 1,supermarket type1,2490.09
5542,FDN03,9.8,regular,0.0253,meat,248.54,OUT010,1998,medium,Tier 3,grocery store,751.02
5543,FDH12,9.6,low fat,0.0851,baking goods,105.13,OUT049,1999,medium,Tier 1,supermarket type1,1065.28
5544,NCH54,13.5,low fat,0.1216,household,161.69,OUT010,1998,medium,Tier 3,grocery store,159.79
5545,DRH01,17.5,low fat,0.0981,soft drinks,172.97,OUT045,2002,medium,Tier 2,supermarket type1,4344.34
5546,FDX01,12.86,low fat,0.024,canned,115.52,OUT027,1985,medium,Tier 3,supermarket type3,1980.76
5547,FDD34,7.94,low fat,0.016,snack foods,163.52,OUT017,2007,medium,Tier 2,supermarket type1,1794.33
5548,FDC53,12.86,low fat,0.0088,frozen foods,96.74,OUT027,1985,medium,Tier 3,supermarket type3,2956.15
5549,FDO28,5.76,low fat,0.0722,frozen foods,120.01,OUT013,1987,high,Tier 3,supermarket type1,1687.14
5551,FDD14,20.7,low fat,0.1705,canned,184.13,OUT018,2009,medium,Tier 3,supermarket type2,1659.84
5552,FDW35,10.6,low fat,0.0111,breads,42.85,OUT018,2009,medium,Tier 3,supermarket type2,167.78
5553,NCH18,9.3,low fat,0.0447,household,245.18,OUT049,1999,medium,Tier 1,supermarket type1,2456.8
5554,FDK20,12.6,regular,0.0418,fruits and vegetables,122.01,OUT017,2007,medium,Tier 2,supermarket type1,1347.58
5555,FDY47,8.6,regular,0.0545,breads,130.13,OUT046,1997,small,Tier 1,supermarket type1,1557.97
5556,FDG32,19.85,low fat,0.1758,fruits and vegetables,222.08,OUT013,1987,high,Tier 3,supermarket type1,2001.39
5557,FDC20,10.65,low fat,0.0241,fruits and vegetables,56.23,OUT018,2009,medium,Tier 3,supermarket type2,559.27
5559,FDG53,10.0,low fat,0.0458,frozen foods,138.52,OUT035,2004,small,Tier 2,supermarket type1,2237.09
5560,FDV26,20.25,regular,0.0762,dairy,196.28,OUT046,1997,small,Tier 1,supermarket type1,2731.11
5561,FDE40,15.6,regular,0.0997,dairy,63.12,OUT017,2007,medium,Tier 2,supermarket type1,1300.31
5562,FDM02,12.5,regular,0.0737,canned,87.12,OUT046,1997,small,Tier 1,supermarket type1,1657.18
5563,FDU11,4.78,low fat,0.0931,breads,118.61,OUT017,2007,medium,Tier 2,supermarket type1,361.53
5564,FDB51,6.92,low fat,0.0384,dairy,63.59,OUT035,2004,small,Tier 2,supermarket type1,751.02
5565,FDQ03,15.0,regular,0.0782,meat,238.82,OUT045,2002,medium,Tier 2,supermarket type1,3555.37
5566,DRK35,8.36,low fat,0.072,hard drinks,38.35,OUT045,2002,medium,Tier 2,supermarket type1,986.72
5567,FDZ32,7.78,regular,0.0382,fruits and vegetables,103.9,OUT045,2002,medium,Tier 2,supermarket type1,946.77
5568,FDU38,10.8,low fat,0.0825,dairy,191.65,OUT013,1987,high,Tier 3,supermarket type1,2492.76
5569,DRM11,6.57,low fat,0.0661,hard drinks,261.03,OUT046,1997,small,Tier 1,supermarket type1,4165.24
5570,FDS36,8.38,regular,0.0468,baking goods,110.56,OUT013,1987,high,Tier 3,supermarket type1,3845.0
5571,FDO52,11.6,regular,0.0772,frozen foods,172.51,OUT046,1997,small,Tier 1,supermarket type1,2566.66
5572,FDA04,11.3,regular,0.0668,frozen foods,257.3,OUT049,1999,medium,Tier 1,supermarket type1,2330.97
5573,NCE31,7.67,low fat,0.1856,household,35.72,OUT018,2009,medium,Tier 3,supermarket type2,69.24
5574,FDC33,8.96,regular,0.0689,fruits and vegetables,196.98,OUT035,2004,small,Tier 2,supermarket type1,2759.08
5575,FDS33,6.67,regular,0.1237,snack foods,88.95,OUT045,2002,medium,Tier 2,supermarket type1,885.51
5576,NCJ05,18.7,low fat,0.0463,health and hygiene,153.67,OUT017,2007,medium,Tier 2,supermarket type1,1677.15
5577,FDN51,17.85,regular,0.0211,meat,261.59,OUT017,2007,medium,Tier 2,supermarket type1,6002.85
5578,FDZ10,12.86,low fat,0.0778,snack foods,127.2,OUT019,1985,small,Tier 1,grocery store,506.01
5579,NCQ30,7.72,low fat,0.0292,household,123.84,OUT017,2007,medium,Tier 2,supermarket type1,1340.26
5580,FDL09,19.6,regular,0.1279,snack foods,167.48,OUT013,1987,high,Tier 3,supermarket type1,3691.2
5581,FDU03,18.7,regular,0.0916,meat,182.33,OUT035,2004,small,Tier 2,supermarket type1,3831.01
5582,FDQ32,12.86,regular,0.0816,fruits and vegetables,122.34,OUT019,1985,small,Tier 1,grocery store,371.52
5583,FDI38,13.35,regular,0.0146,canned,207.76,OUT046,1997,small,Tier 1,supermarket type1,3520.08
5584,FDE36,5.26,regular,0.0418,baking goods,161.89,OUT049,1999,medium,Tier 1,supermarket type1,5077.39
5585,FDY02,8.94,regular,0.088,dairy,261.39,OUT018,2009,medium,Tier 3,supermarket type2,1840.94
5586,NCA17,20.6,low fat,0.0455,health and hygiene,149.64,OUT045,2002,medium,Tier 2,supermarket type1,894.84
5587,DRJ25,14.6,low fat,0.1508,soft drinks,48.77,OUT049,1999,medium,Tier 1,supermarket type1,1231.73
5588,FDI26,5.94,low fat,0.035,canned,177.13,OUT045,2002,medium,Tier 2,supermarket type1,2854.95
5589,FDT50,6.75,regular,0.1085,dairy,96.98,OUT045,2002,medium,Tier 2,supermarket type1,958.75
5590,FDR02,16.7,low fat,0.0222,dairy,109.59,OUT018,2009,medium,Tier 3,supermarket type2,1000.7
5591,NCY05,13.5,low fat,0.0553,health and hygiene,34.69,OUT017,2007,medium,Tier 2,supermarket type1,317.59
5592,FDI50,8.42,regular,0.0308,canned,230.84,OUT013,1987,high,Tier 3,supermarket type1,3435.53
5593,FDW56,7.68,low fat,0.0712,fruits and vegetables,193.32,OUT018,2009,medium,Tier 3,supermarket type2,5772.49
5594,FDS32,17.75,regular,0.0298,fruits and vegetables,139.98,OUT017,2007,medium,Tier 2,supermarket type1,1123.87
5595,FDT48,4.92,low fat,0.0461,baking goods,199.11,OUT018,2009,medium,Tier 3,supermarket type2,4761.8
5596,FDU57,8.27,regular,0.0897,snack foods,148.77,OUT045,2002,medium,Tier 2,supermarket type1,2708.47
5597,FDL51,20.7,regular,0.0475,dairy,214.69,OUT013,1987,high,Tier 3,supermarket type1,3001.43
5598,FDO52,11.6,regular,0.0772,frozen foods,170.21,OUT035,2004,small,Tier 2,supermarket type1,1882.22
5599,FDS57,12.86,low fat,0.1811,snack foods,141.65,OUT019,1985,small,Tier 1,grocery store,429.44
5600,FDR22,19.35,regular,0.0186,snack foods,110.55,OUT046,1997,small,Tier 1,supermarket type1,1565.96
